FIPS Code,State/Area,year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Area_Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Unemployment_rate
39,Ohio,2016,5,"9,152,322   ","5,756,166   ",62.9,"5,470,836   ",59.8,"285,330   ",5.0
40,Oklahoma,2016,5,"2,988,671   ","1,829,596   ",61.2,"1,743,321   ",58.3,"86,275   ",4.7
41,Oregon,2016,5,"3,271,771   ","2,040,822   ",62.4,"1,940,533   ",59.3,"100,289   ",4.9
42,Pennsylvania,2016,5,"10,228,380   ","6,470,707   ",63.3,"6,122,515   ",59.9,"348,192   ",5.4
44,Rhode Island,2016,5,"857,839   ","553,362   ",64.5,"523,706   ",61.0,"29,656   ",5.4
45,South Carolina,2016,5,"3,880,025   ","2,287,908   ",59.0,"2,172,197   ",56.0,"115,711   ",5.1
46,South Dakota,2016,5,"653,675   ","455,241   ",69.6,"441,851   ",67.6,"13,390   ",2.9
47,Tennessee,2016,5,"5,205,703   ","3,126,578   ",60.1,"2,980,257   ",57.2,"146,321   ",4.7
48,Texas,2016,5,"20,857,325   ","13,321,031   ",63.9,"12,710,616   ",60.9,"610,415   ",4.6
49,Utah,2016,5,"2,186,473   ","1,494,904   ",68.4,"1,444,126   ",66.0,"50,778   ",3.4
50,Vermont,2016,5,"515,170   ","345,778   ",67.1,"334,986   ",65.0,"10,792   ",3.1
51,Virginia,2016,5,"6,534,789   ","4,240,409   ",64.9,"4,074,927   ",62.4,"165,482   ",3.9
53,Washington,2016,5,"5,716,292   ","3,643,393   ",63.7,"3,449,983   ",60.4,"193,410   ",5.3
54,West Virginia,2016,5,"1,474,916   ","785,938   ",53.3,"737,255   ",50.0,"48,683   ",6.2
55,Wisconsin,2016,5,"4,562,657   ","3,111,252   ",68.2,"2,987,959   ",65.5,"123,293   ",4.0
56,Wyoming,2016,5,"451,222   ","301,896   ",66.9,"284,797   ",63.1,"17,099   ",5.7
1,Alabama,2016,6,"3,815,642   ","2,154,315   ",56.5,"2,028,210   ",53.2,"126,105   ",5.9
2,Alaska,2016,6,"546,635   ","362,098   ",66.2,"338,159   ",61.9,"23,939   ",6.6
4,Arizona,2016,6,"5,379,277   ","3,250,898   ",60.4,"3,072,085   ",57.1,"178,813   ",5.5
5,Arkansas,2016,6,"2,311,209   ","1,344,422   ",58.2,"1,290,844   ",55.9,"53,578   ",4.0
6,California,2016,6,"30,557,662   ","19,008,579   ",62.2,"17,961,187   ",58.8,"1,047,392   ",5.5
37,Los Angeles County,2016,6,"8,038,025   ","5,018,197   ",62.4,"4,753,351   ",59.1,"264,846   ",5.3
8,Colorado,2016,6,"4,319,761   ","2,891,014   ",66.9,"2,797,121   ",64.8,"93,893   ",3.2
9,Connecticut,2016,6,"2,874,029   ","1,892,133   ",65.8,"1,800,092   ",62.6,"92,041   ",4.9
10,Delaware,2016,6,"753,847   ","468,515   ",62.1,"447,619   ",59.4,"20,896   ",4.5
11,District of Columbia,2016,6,"564,810   ","394,519   ",69.8,"370,323   ",65.6,"24,196   ",6.1
12,Florida,2016,6,"16,601,075   ","9,826,989   ",59.2,"9,347,749   ",56.3,"479,240   ",4.9
13,Georgia,2016,6,"7,880,992   ","4,908,561   ",62.3,"4,643,573   ",58.9,"264,988   ",5.4
15,Hawaii,2016,6,"1,093,490   ","678,662   ",62.1,"658,647   ",60.2,"20,015   ",2.9
16,Idaho,2016,6,"1,272,686   ","812,750   ",63.9,"782,732   ",61.5,"30,018   ",3.7
17,Illinois,2016,6,"10,047,244   ","6,569,841   ",65.4,"6,180,798   ",61.5,"389,043   ",5.9
18,Indiana,2016,6,"5,146,468   ","3,339,805   ",64.9,"3,191,314   ",62.0,"148,491   ",4.4
19,Iowa,2016,6,"2,441,687   ","1,705,132   ",69.8,"1,642,812   ",67.3,"62,320   ",3.7
20,Kansas,2016,6,"2,213,900   ","1,492,201   ",67.4,"1,431,926   ",64.7,"60,275   ",4.0
21,Kentucky,2016,6,"3,458,575   ","2,012,869   ",58.2,"1,913,680   ",55.3,"99,189   ",4.9
22,Louisiana,2016,6,"3,584,422   ","2,127,524   ",59.4,"1,997,206   ",55.7,"130,318   ",6.1
23,Maine,2016,6,"1,094,206   ","694,036   ",63.4,"667,788   ",61.0,"26,248   ",3.8
24,Maryland,2016,6,"4,712,540   ","3,149,300   ",66.8,"3,015,276   ",64.0,"134,024   ",4.3
25,Massachusetts,2016,6,"5,541,082   ","3,614,771   ",65.2,"3,470,308   ",62.6,"144,463   ",4.0
26,Michigan,2016,6,"7,914,881   ","4,849,566   ",61.3,"4,606,797   ",58.2,"242,769   ",5.0
27,Minnesota,2016,6,"4,316,269   ","3,019,989   ",70.0,"2,904,199   ",67.3,"115,790   ",3.8
28,Mississippi,2016,6,"2,284,502   ","1,269,750   ",55.6,"1,194,254   ",52.3,"75,496   ",5.9
29,Missouri,2016,6,"4,753,964   ","3,077,577   ",64.7,"2,934,414   ",61.7,"143,163   ",4.7
30,Montana,2016,6,"823,348   ","521,652   ",63.4,"499,016   ",60.6,"22,636   ",4.3
31,Nebraska,2016,6,"1,451,894   ","1,017,046   ",70.0,"985,933   ",67.9,"31,113   ",3.1
32,Nevada,2016,6,"2,276,707   ","1,412,384   ",62.0,"1,330,298   ",58.4,"82,086   ",5.8
33,New Hampshire,2016,6,"1,097,173   ","753,404   ",68.7,"731,703   ",66.7,"21,701   ",2.9
34,New Jersey,2016,6,"7,027,351   ","4,495,078   ",64.0,"4,269,959   ",60.8,"225,119   ",5.0
35,New Mexico,2016,6,"1,617,119   ","944,847   ",58.4,"880,481   ",54.4,"64,366   ",6.8
36,New York,2016,6,"15,727,925   ","9,518,429   ",60.5,"9,054,675   ",57.6,"463,754   ",4.9
51000,New York city,2016,6,"6,812,148   ","4,079,683   ",59.9,"3,868,262   ",56.8,"211,421   ",5.2
37,North Carolina,2016,6,"7,904,806   ","4,838,912   ",61.2,"4,594,881   ",58.1,"244,031   ",5.0
38,North Dakota,2016,6,"580,981   ","412,394   ",71.0,"399,269   ",68.7,"13,125   ",3.2
39,Ohio,2016,6,"9,155,037   ","5,752,564   ",62.8,"5,467,270   ",59.7,"285,294   ",5.0
40,Oklahoma,2016,6,"2,990,230   ","1,828,018   ",61.1,"1,740,924   ",58.2,"87,094   ",4.8
41,Oregon,2016,6,"3,277,621   ","2,043,662   ",62.4,"1,943,278   ",59.3,"100,384   ",4.9
42,Pennsylvania,2016,6,"10,229,680   ","6,468,539   ",63.2,"6,119,045   ",59.8,"349,494   ",5.4
44,Rhode Island,2016,6,"858,037   ","553,581   ",64.5,"524,123   ",61.1,"29,458   ",5.3
45,South Carolina,2016,6,"3,885,559   ","2,286,438   ",58.8,"2,172,971   ",55.9,"113,467   ",5.0
46,South Dakota,2016,6,"654,245   ","455,294   ",69.6,"441,614   ",67.5,"13,680   ",3.0
47,Tennessee,2016,6,"5,210,293   ","3,133,742   ",60.1,"2,985,440   ",57.3,"148,302   ",4.7
48,Texas,2016,6,"20,889,995   ","13,344,101   ",63.9,"12,722,956   ",60.9,"621,145   ",4.7
49,Utah,2016,6,"2,191,135   ","1,498,447   ",68.4,"1,448,202   ",66.1,"50,245   ",3.4
50,Vermont,2016,6,"515,205   ","345,859   ",67.1,"335,071   ",65.0,"10,788   ",3.1
51,Virginia,2016,6,"6,538,478   ","4,246,189   ",64.9,"4,078,270   ",62.4,"167,919   ",4.0
53,Washington,2016,6,"5,725,845   ","3,649,388   ",63.7,"3,456,222   ",60.4,"193,166   ",5.3
54,West Virginia,2016,6,"1,474,454   ","784,596   ",53.2,"736,276   ",49.9,"48,320   ",6.2
55,Wisconsin,2016,6,"4,564,494   ","3,111,805   ",68.2,"2,989,047   ",65.5,"122,758   ",3.9
56,Wyoming,2016,6,"451,169   ","301,109   ",66.7,"284,349   ",63.0,"16,760   ",5.6
1,Alabama,2016,7,"3,817,320   ","2,157,474   ",56.5,"2,031,143   ",53.2,"126,331   ",5.9
2,Alaska,2016,7,"547,000   ","362,029   ",66.2,"338,000   ",61.8,"24,029   ",6.6
4,Arizona,2016,7,"5,388,764   ","3,256,816   ",60.4,"3,078,706   ",57.1,"178,110   ",5.5
5,Arkansas,2016,7,"2,312,505   ","1,344,309   ",58.1,"1,290,861   ",55.8,"53,448   ",4.0
6,California,2016,7,"30,582,360   ","19,028,074   ",62.2,"17,981,056   ",58.8,"1,047,018   ",5.5
37,Los Angeles County,2016,7,"8,041,476   ","5,027,962   ",62.5,"4,762,212   ",59.2,"265,750   ",5.3
8,Colorado,2016,7,"4,327,483   ","2,896,793   ",66.9,"2,804,247   ",64.8,"92,546   ",3.2
9,Connecticut,2016,7,"2,874,369   ","1,893,536   ",65.9,"1,802,669   ",62.7,"90,867   ",4.8
10,Delaware,2016,7,"754,560   ","468,517   ",62.1,"447,440   ",59.3,"21,077   ",4.5
11,District of Columbia,2016,7,"565,492   ","394,943   ",69.8,"370,549   ",65.5,"24,394   ",6.2
12,Florida,2016,7,"16,631,565   ","9,850,017   ",59.2,"9,369,741   ",56.3,"480,276   ",4.9
13,Georgia,2016,7,"7,891,678   ","4,947,062   ",62.7,"4,680,456   ",59.3,"266,606   ",5.4
15,Hawaii,2016,7,"1,094,097   ","679,858   ",62.1,"660,086   ",60.3,"19,772   ",2.9
16,Idaho,2016,7,"1,275,237   ","814,013   ",63.8,"784,003   ",61.5,"30,010   ",3.7
17,Illinois,2016,7,"10,047,294   ","6,558,534   ",65.3,"6,175,653   ",61.5,"382,881   ",5.8
18,Indiana,2016,7,"5,149,720   ","3,338,179   ",64.8,"3,192,914   ",62.0,"145,265   ",4.4
19,Iowa,2016,7,"2,442,852   ","1,703,877   ",69.7,"1,641,745   ",67.2,"62,132   ",3.6
20,Kansas,2016,7,"2,214,883   ","1,490,884   ",67.3,"1,429,885   ",64.6,"60,999   ",4.1
21,Kentucky,2016,7,"3,460,228   ","2,017,591   ",58.3,"1,917,963   ",55.4,"99,628   ",4.9
22,Louisiana,2016,7,"3,586,053   ","2,124,777   ",59.3,"1,994,428   ",55.6,"130,349   ",6.1
23,Maine,2016,7,"1,094,627   ","694,904   ",63.5,"668,817   ",61.1,"26,087   ",3.8
24,Maryland,2016,7,"4,714,009   ","3,152,707   ",66.9,"3,018,813   ",64.0,"133,894   ",4.2
25,Massachusetts,2016,7,"5,544,738   ","3,620,318   ",65.3,"3,477,693   ",62.7,"142,625   ",3.9
26,Michigan,2016,7,"7,918,535   ","4,855,399   ",61.3,"4,611,733   ",58.2,"243,666   ",5.0
27,Minnesota,2016,7,"4,319,767   ","3,021,008   ",69.9,"2,904,097   ",67.2,"116,911   ",3.9
28,Mississippi,2016,7,"2,285,162   ","1,270,922   ",55.6,"1,195,416   ",52.3,"75,506   ",5.9
29,Missouri,2016,7,"4,755,898   ","3,078,141   ",64.7,"2,933,221   ",61.7,"144,920   ",4.7
30,Montana,2016,7,"824,204   ","521,634   ",63.3,"499,140   ",60.6,"22,494   ",4.3
31,Nebraska,2016,7,"1,453,027   ","1,016,161   ",69.9,"984,777   ",67.8,"31,384   ",3.1
32,Nevada,2016,7,"2,280,511   ","1,414,241   ",62.0,"1,333,032   ",58.5,"81,209   ",5.7
33,New Hampshire,2016,7,"1,097,979   ","753,667   ",68.6,"731,989   ",66.7,"21,678   ",2.9
34,New Jersey,2016,7,"7,029,162   ","4,493,345   ",63.9,"4,269,348   ",60.7,"223,997   ",5.0
35,New Mexico,2016,7,"1,617,766   ","945,687   ",58.5,"880,580   ",54.4,"65,107   ",6.9
36,New York,2016,7,"15,729,822   ","9,516,807   ",60.5,"9,048,360   ",57.5,"468,447   ",4.9
51000,New York city,2016,7,"6,813,106   ","4,084,913   ",60.0,"3,871,190   ",56.8,"213,723   ",5.2
37,North Carolina,2016,7,"7,915,209   ","4,844,325   ",61.2,"4,599,901   ",58.1,"244,424   ",5.0
38,North Dakota,2016,7,"580,952   ","412,494   ",71.0,"399,631   ",68.8,"12,863   ",3.1
39,Ohio,2016,7,"9,158,454   ","5,749,748   ",62.8,"5,463,246   ",59.7,"286,502   ",5.0
40,Oklahoma,2016,7,"2,991,883   ","1,826,864   ",61.1,"1,739,455   ",58.1,"87,409   ",4.8
41,Oregon,2016,7,"3,283,694   ","2,046,599   ",62.3,"1,946,984   ",59.3,"99,615   ",4.9
42,Pennsylvania,2016,7,"10,231,756   ","6,465,434   ",63.2,"6,115,856   ",59.8,"349,578   ",5.4
44,Rhode Island,2016,7,"858,306   ","553,639   ",64.5,"524,516   ",61.1,"29,123   ",5.3
45,South Carolina,2016,7,"3,890,878   ","2,285,086   ",58.7,"2,174,111   ",55.9,"110,975   ",4.9
46,South Dakota,2016,7,"654,871   ","455,323   ",69.5,"441,381   ",67.4,"13,942   ",3.1
47,Tennessee,2016,7,"5,215,287   ","3,141,665   ",60.2,"2,991,411   ",57.4,"150,254   ",4.8
48,Texas,2016,7,"20,923,730   ","13,365,941   ",63.9,"12,736,496   ",60.9,"629,445   ",4.7
49,Utah,2016,7,"2,195,928   ","1,502,055   ",68.4,"1,452,325   ",66.1,"49,730   ",3.3
50,Vermont,2016,7,"515,265   ","345,924   ",67.1,"335,154   ",65.0,"10,770   ",3.1
51,Virginia,2016,7,"6,542,390   ","4,253,358   ",65.0,"4,082,681   ",62.4,"170,677   ",4.0
53,Washington,2016,7,"5,735,768   ","3,655,019   ",63.7,"3,462,950   ",60.4,"192,069   ",5.3
54,West Virginia,2016,7,"1,474,043   ","783,598   ",53.2,"735,591   ",49.9,"48,007   ",6.1
55,Wisconsin,2016,7,"4,566,737   ","3,112,393   ",68.2,"2,990,301   ",65.5,"122,092   ",3.9
56,Wyoming,2016,7,"451,175   ","300,247   ",66.5,"283,973   ",62.9,"16,274   ",5.4
1,Alabama,2016,8,"3,819,041   ","2,160,744   ",56.6,"2,034,025   ",53.3,"126,719   ",5.9
2,Alaska,2016,8,"547,166   ","361,944   ",66.1,"337,853   ",61.7,"24,091   ",6.7
4,Arizona,2016,8,"5,398,026   ","3,262,727   ",60.4,"3,085,510   ",57.2,"177,217   ",5.4
5,Arkansas,2016,8,"2,313,694   ","1,344,072   ",58.1,"1,290,838   ",55.8,"53,234   ",4.0
6,California,2016,8,"30,603,497   ","19,046,039   ",62.2,"17,999,607   ",58.8,"1,046,432   ",5.5
37,Los Angeles County,2016,8,"8,043,601   ","5,036,328   ",62.6,"4,769,469   ",59.3,"266,859   ",5.3
8,Colorado,2016,8,"4,333,997   ","2,902,625   ",67.0,"2,812,008   ",64.9,"90,617   ",3.1
9,Connecticut,2016,8,"2,874,907   ","1,894,991   ",65.9,"1,805,214   ",62.8,"89,777   ",4.7
10,Delaware,2016,8,"755,276   ","468,615   ",62.0,"447,331   ",59.2,"21,284   ",4.5
11,District of Columbia,2016,8,"566,085   ","395,512   ",69.9,"370,878   ",65.5,"24,634   ",6.2
12,Florida,2016,8,"16,660,212   ","9,873,290   ",59.3,"9,391,728   ",56.4,"481,562   ",4.9
13,Georgia,2016,8,"7,901,048   ","4,986,532   ",63.1,"4,717,653   ",59.7,"268,879   ",5.4
15,Hawaii,2016,8,"1,094,428   ","680,909   ",62.2,"661,451   ",60.4,"19,458   ",2.9
16,Idaho,2016,8,"1,277,924   ","815,143   ",63.8,"785,242   ",61.4,"29,901   ",3.7
17,Illinois,2016,8,"10,047,320   ","6,548,208   ",65.2,"6,170,083   ",61.4,"378,125   ",5.8
18,Indiana,2016,8,"5,152,279   ","3,335,426   ",64.7,"3,193,276   ",62.0,"142,150   ",4.3
19,Iowa,2016,8,"2,443,877   ","1,702,459   ",69.7,"1,640,827   ",67.1,"61,632   ",3.6
20,Kansas,2016,8,"2,215,338   ","1,489,730   ",67.2,"1,428,192   ",64.5,"61,538   ",4.1
21,Kentucky,2016,8,"3,461,891   ","2,022,067   ",58.4,"1,921,669   ",55.5,"100,398   ",5.0
22,Louisiana,2016,8,"3,586,312   ","2,121,376   ",59.2,"1,991,224   ",55.5,"130,152   ",6.1
23,Maine,2016,8,"1,095,131   ","695,716   ",63.5,"669,786   ",61.2,"25,930   ",3.7
24,Maryland,2016,8,"4,716,465   ","3,157,347   ",66.9,"3,023,343   ",64.1,"134,004   ",4.2
25,Massachusetts,2016,8,"5,548,563   ","3,625,768   ",65.3,"3,484,610   ",62.8,"141,158   ",3.9
26,Michigan,2016,8,"7,922,091   ","4,860,940   ",61.4,"4,616,444   ",58.3,"244,496   ",5.0
27,Minnesota,2016,8,"4,323,214   ","3,022,594   ",69.9,"2,904,394   ",67.2,"118,200   ",3.9
28,Mississippi,2016,8,"2,285,881   ","1,272,319   ",55.7,"1,196,860   ",52.4,"75,459   ",5.9
29,Missouri,2016,8,"4,757,964   ","3,077,411   ",64.7,"2,932,194   ",61.6,"145,217   ",4.7
30,Montana,2016,8,"825,155   ","521,668   ",63.2,"499,311   ",60.5,"22,357   ",4.3
31,Nebraska,2016,8,"1,453,909   ","1,015,208   ",69.8,"983,589   ",67.7,"31,619   ",3.1
32,Nevada,2016,8,"2,284,685   ","1,416,277   ",62.0,"1,335,898   ",58.5,"80,379   ",5.7
33,New Hampshire,2016,8,"1,098,783   ","753,749   ",68.6,"732,167   ",66.6,"21,582   ",2.9
34,New Jersey,2016,8,"7,031,749   ","4,491,870   ",63.9,"4,269,454   ",60.7,"222,416   ",5.0
35,New Mexico,2016,8,"1,618,485   ","946,277   ",58.5,"880,730   ",54.4,"65,547   ",6.9
36,New York,2016,8,"15,730,256   ","9,517,447   ",60.5,"9,045,264   ",57.5,"472,183   ",5.0
51000,New York city,2016,8,"6,811,763   ","4,091,011   ",60.1,"3,875,960   ",56.9,"215,051   ",5.3
37,North Carolina,2016,8,"7,926,466   ","4,851,158   ",61.2,"4,605,874   ",58.1,"245,284   ",5.1
38,North Dakota,2016,8,"580,981   ","412,382   ",71.0,"399,770   ",68.8,"12,612   ",3.1
39,Ohio,2016,8,"9,162,085   ","5,749,164   ",62.7,"5,459,942   ",59.6,"289,222   ",5.0
40,Oklahoma,2016,8,"2,992,749   ","1,826,152   ",61.0,"1,738,948   ",58.1,"87,204   ",4.8
41,Oregon,2016,8,"3,288,289   ","2,049,413   ",62.3,"1,951,419   ",59.3,"97,994   ",4.8
42,Pennsylvania,2016,8,"10,234,047   ","6,460,382   ",63.1,"6,111,927   ",59.7,"348,455   ",5.4
44,Rhode Island,2016,8,"858,431   ","553,585   ",64.5,"524,930   ",61.1,"28,655   ",5.2
45,South Carolina,2016,8,"3,896,091   ","2,284,243   ",58.6,"2,175,693   ",55.8,"108,550   ",4.8
46,South Dakota,2016,8,"655,593   ","455,306   ",69.4,"441,149   ",67.3,"14,157   ",3.1
47,Tennessee,2016,8,"5,220,640   ","3,148,996   ",60.3,"2,997,016   ",57.4,"151,980   ",4.8
48,Texas,2016,8,"20,954,163   ","13,386,060   ",63.9,"12,750,754   ",60.9,"635,306   ",4.7
49,Utah,2016,8,"2,200,587   ","1,505,706   ",68.4,"1,456,380   ",66.2,"49,326   ",3.3
50,Vermont,2016,8,"515,403   ","345,995   ",67.1,"335,259   ",65.0,"10,736   ",3.1
51,Virginia,2016,8,"6,548,312   ","4,261,151   ",65.1,"4,088,025   ",62.4,"173,126   ",4.1
53,Washington,2016,8,"5,746,009   ","3,660,154   ",63.7,"3,470,082   ",60.4,"190,072   ",5.2
54,West Virginia,2016,8,"1,473,318   ","782,962   ",53.1,"735,299   ",49.9,"47,663   ",6.1
55,Wisconsin,2016,8,"4,568,957   ","3,112,627   ",68.1,"2,991,530   ",65.5,"121,097   ",3.9
56,Wyoming,2016,8,"450,983   ","299,501   ",66.4,"283,660   ",62.9,"15,841   ",5.3
1,Alabama,2016,9,"3,820,951   ","2,163,777   ",56.6,"2,036,649   ",53.3,"127,128   ",5.9
2,Alaska,2016,9,"547,374   ","361,974   ",66.1,"337,799   ",61.7,"24,175   ",6.7
4,Arizona,2016,9,"5,407,618   ","3,268,544   ",60.4,"3,092,046   ",57.2,"176,498   ",5.4
5,Arkansas,2016,9,"2,314,999   ","1,343,648   ",58.0,"1,290,648   ",55.8,"53,000   ",3.9
6,California,2016,9,"30,626,494   ","19,061,155   ",62.2,"18,015,129   ",58.8,"1,046,026   ",5.5
37,Los Angeles County,2016,9,"8,045,694   ","5,042,286   ",62.7,"4,774,511   ",59.3,"267,775   ",5.3
8,Colorado,2016,9,"4,340,722   ","2,908,090   ",67.0,"2,819,516   ",65.0,"88,574   ",3.0
9,Connecticut,2016,9,"2,875,660   ","1,896,690   ",66.0,"1,807,641   ",62.9,"89,049   ",4.7
10,Delaware,2016,9,"756,102   ","468,865   ",62.0,"447,328   ",59.2,"21,537   ",4.6
11,District of Columbia,2016,9,"566,708   ","396,280   ",69.9,"371,384   ",65.5,"24,896   ",6.3
12,Florida,2016,9,"16,689,784   ","9,894,617   ",59.3,"9,411,626   ",56.4,"482,991   ",4.9
13,Georgia,2016,9,"7,910,767   ","5,007,844   ",63.3,"4,736,489   ",59.9,"271,355   ",5.4
15,Hawaii,2016,9,"1,094,839   ","681,639   ",62.3,"662,483   ",60.5,"19,156   ",2.8
16,Idaho,2016,9,"1,280,709   ","816,266   ",63.7,"786,512   ",61.4,"29,754   ",3.6
17,Illinois,2016,9,"10,047,781   ","6,539,107   ",65.1,"6,164,292   ",61.3,"374,815   ",5.7
18,Indiana,2016,9,"5,155,140   ","3,331,610   ",64.6,"3,191,886   ",61.9,"139,724   ",4.2
19,Iowa,2016,9,"2,445,007   ","1,700,400   ",69.5,"1,639,444   ",67.1,"60,956   ",3.6
20,Kansas,2016,9,"2,215,863   ","1,488,560   ",67.2,"1,426,801   ",64.4,"61,759   ",4.1
21,Kentucky,2016,9,"3,463,726   ","2,026,061   ",58.5,"1,924,543   ",55.6,"101,518   ",5.0
22,Louisiana,2016,9,"3,586,737   ","2,117,470   ",59.0,"1,987,810   ",55.4,"129,660   ",6.1
23,Maine,2016,9,"1,095,713   ","696,481   ",63.6,"670,673   ",61.2,"25,808   ",3.7
24,Maryland,2016,9,"4,719,113   ","3,162,687   ",67.0,"3,028,270   ",64.2,"134,417   ",4.3
25,Massachusetts,2016,9,"5,552,657   ","3,630,818   ",65.4,"3,490,335   ",62.9,"140,483   ",3.9
26,Michigan,2016,9,"7,925,989   ","4,866,256   ",61.4,"4,620,323   ",58.3,"245,933   ",5.1
27,Minnesota,2016,9,"4,326,878   ","3,024,432   ",69.9,"2,904,939   ",67.1,"119,493   ",4.0
28,Mississippi,2016,9,"2,286,653   ","1,273,642   ",55.7,"1,198,270   ",52.4,"75,372   ",5.9
29,Missouri,2016,9,"4,760,235   ","3,075,144   ",64.6,"2,931,162   ",61.6,"143,982   ",4.7
30,Montana,2016,9,"826,169   ","521,755   ",63.2,"499,476   ",60.5,"22,279   ",4.3
31,Nebraska,2016,9,"1,454,904   ","1,014,279   ",69.7,"982,416   ",67.5,"31,863   ",3.1
32,Nevada,2016,9,"2,289,002   ","1,418,474   ",62.0,"1,338,773   ",58.5,"79,701   ",5.6
33,New Hampshire,2016,9,"1,099,641   ","753,622   ",68.5,"732,076   ",66.6,"21,546   ",2.9
34,New Jersey,2016,9,"7,034,665   ","4,490,549   ",63.8,"4,269,602   ",60.7,"220,947   ",4.9
35,New Mexico,2016,9,"1,619,344   ","946,531   ",58.5,"880,785   ",54.4,"65,746   ",6.9
36,New York,2016,9,"15,731,439   ","9,518,718   ",60.5,"9,044,383   ",57.5,"474,335   ",5.0
51000,New York city,2016,9,"6,810,393   ","4,096,603   ",60.2,"3,881,935   ",57.0,"214,668   ",5.2
37,North Carolina,2016,9,"7,938,011   ","4,859,201   ",61.2,"4,612,759   ",58.1,"246,442   ",5.1
38,North Dakota,2016,9,"581,038   ","412,070   ",70.9,"399,634   ",68.8,"12,436   ",3.0
39,Ohio,2016,9,"9,166,161   ","5,752,040   ",62.8,"5,458,133   ",59.5,"293,907   ",5.1
40,Oklahoma,2016,9,"2,993,771   ","1,825,492   ",61.0,"1,738,937   ",58.1,"86,555   ",4.7
41,Oregon,2016,9,"3,293,114   ","2,051,528   ",62.3,"1,955,705   ",59.4,"95,823   ",4.7
42,Pennsylvania,2016,9,"10,236,775   ","6,453,159   ",63.0,"6,106,573   ",59.7,"346,586   ",5.4
44,Rhode Island,2016,9,"858,649   ","553,591   ",64.5,"525,454   ",61.2,"28,137   ",5.1
45,South Carolina,2016,9,"3,901,413   ","2,284,053   ",58.5,"2,177,396   ",55.8,"106,657   ",4.7
46,South Dakota,2016,9,"656,328   ","455,229   ",69.4,"440,886   ",67.2,"14,343   ",3.2
47,Tennessee,2016,9,"5,226,225   ","3,154,762   ",60.4,"3,001,280   ",57.4,"153,482   ",4.9
48,Texas,2016,9,"20,985,782   ","13,403,980   ",63.9,"12,763,563   ",60.8,"640,417   ",4.8
49,Utah,2016,9,"2,205,274   ","1,509,362   ",68.4,"1,460,215   ",66.2,"49,147   ",3.3
50,Vermont,2016,9,"515,579   ","346,058   ",67.1,"335,351   ",65.0,"10,707   ",3.1
51,Virginia,2016,9,"6,554,563   ","4,269,034   ",65.1,"4,094,058   ",62.5,"174,976   ",4.1
53,Washington,2016,9,"5,756,519   ","3,665,002   ",63.7,"3,477,143   ",60.4,"187,859   ",5.1
54,West Virginia,2016,9,"1,472,667   ","782,586   ",53.1,"735,395   ",49.9,"47,191   ",6.0
55,Wisconsin,2016,9,"4,571,331   ","3,112,289   ",68.1,"2,992,319   ",65.5,"119,970   ",3.9
56,Wyoming,2016,9,"450,823   ","298,941   ",66.3,"283,384   ",62.9,"15,557   ",5.2
1,Alabama,2016,10,"3,822,861   ","2,166,110   ",56.7,"2,039,127   ",53.3,"126,983   ",5.9
2,Alaska,2016,10,"547,373   ","362,112   ",66.2,"337,870   ",61.7,"24,242   ",6.7
4,Arizona,2016,10,"5,417,057   ","3,274,187   ",60.4,"3,098,339   ",57.2,"175,848   ",5.4
5,Arkansas,2016,10,"2,316,340   ","1,342,910   ",58.0,"1,290,250   ",55.7,"52,660   ",3.9
6,California,2016,10,"30,648,257   ","19,071,727   ",62.2,"18,028,383   ",58.8,"1,043,344   ",5.5
37,Los Angeles County,2016,10,"8,047,834   ","5,045,973   ",62.7,"4,778,320   ",59.4,"267,653   ",5.3
8,Colorado,2016,10,"4,347,159   ","2,912,869   ",67.0,"2,826,596   ",65.0,"86,273   ",3.0
9,Connecticut,2016,10,"2,876,331   ","1,898,583   ",66.0,"1,810,005   ",62.9,"88,578   ",4.7
10,Delaware,2016,10,"756,884   ","469,237   ",62.0,"447,444   ",59.1,"21,793   ",4.6
11,District of Columbia,2016,10,"567,330   ","397,144   ",70.0,"372,053   ",65.6,"25,091   ",6.3
12,Florida,2016,10,"16,718,944   ","9,912,032   ",59.3,"9,428,996   ",56.4,"483,036   ",4.9
13,Georgia,2016,10,"7,920,402   ","5,065,858   ",64.0,"4,793,054   ",60.5,"272,804   ",5.4
15,Hawaii,2016,10,"1,094,781   ","681,999   ",62.3,"663,144   ",60.6,"18,855   ",2.8
16,Idaho,2016,10,"1,283,493   ","817,413   ",63.7,"787,865   ",61.4,"29,548   ",3.6
17,Illinois,2016,10,"10,048,334   ","6,529,612   ",65.0,"6,158,816   ",61.3,"370,796   ",5.7
18,Indiana,2016,10,"5,158,013   ","3,326,557   ",64.5,"3,188,983   ",61.8,"137,574   ",4.1
19,Iowa,2016,10,"2,446,168   ","1,697,326   ",69.4,"1,637,247   ",66.9,"60,079   ",3.5
20,Kansas,2016,10,"2,216,246   ","1,487,280   ",67.1,"1,425,871   ",64.3,"61,409   ",4.1
21,Kentucky,2016,10,"3,465,422   ","2,029,535   ",58.6,"1,926,913   ",55.6,"102,622   ",5.1
22,Louisiana,2016,10,"3,587,044   ","2,113,467   ",58.9,"1,984,845   ",55.3,"128,622   ",6.1
